"","CASE..","RIDESHARE","DATE","YEAR","MONTH","DAY","OFFENSE","ADDRESS","ZIP","ARREST"
"16484","2017-2800059  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","I-35 N at E ST JOHNS AVE  ","78752","Yes"
"16485","2017-2800209  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","4200 N MOPAC EXPY NB  ","78731","Yes"
"16486","2017-2800220  ","BACK",2017-10-07,2017,"Oct",7,"DWI 2ND  ","1700 S CONGRESS AVE  ","78704","Yes"
"16487","2017-2800233  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","E ANDERSON LN SVRD EB at I-35 N  ","78753","Yes"
"16488","2017-2800236  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","E 11TH ST at RED RIVER ST  ","78701","Yes"
"16489","2017-2800238  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","9114 SEDGEMOOR TRL  ","78748","Yes"
"16490","2017-2800299  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","200 W DITTMAR RD  ","78745","Yes"
"16491","2017-2800394  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","500 W WELLS BRANCH PKWY  ","78660","Yes"
"16492","2017-2801492  ","BACK",2017-10-07,2017,"Oct",7,"DWI .15 BAC OR ABOVE  ","7815 I-35 N  ","78753","Yes"
"16493","2017-2801541  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","10401 ANDERSON MILL RD  ","78750","Yes"
"16494","2017-2801559  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","RED RIVER/MLK  ","N/A  ","Yes"
"16495","2017-2801682  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","E 8TH ST at TRINITY ST  ","78701","Yes"
"16496","2017-2801729  ","BACK",2017-10-07,2017,"Oct",7,"DWI  ","BURNET RD at STECK AVE  ","78757","Yes"
"16497","2017-2801810  ","BACK",2017-10-07,2017,"Oct",7,"DWI 2ND  ","W DITTMAR RD at MANCHACA RD  ","78745","Yes"
"16498","2017-2801837  ","BACK",2017-10-07,2017,"Oct",7,"DWI 2ND  ","3800 W WILLIAM CANNON DR  ","78749","Yes"
"16499","2017-2801698  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","9500 PARKFIELD DR  ","78758","Yes"
"16500","2017-2810070  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","N MOPAC EXPY SVRD NB at DUVAL RD  ","78758","Yes"
"16501","2017-2810142  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","12700 RESEARCH SVRD NB  ","N/A  ","Yes"
"16502","2017-2810176  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","4700 E RIVERSIDE DR  ","78741","Yes"
"16503","2017-2810222  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","13201 N FM 620 RD NB  ","78729","Yes"
"16504","2017-2810249  ","BACK",2017-10-08,2017,"Oct",8,"DWI .15 BAC OR ABOVE  ","1001 RUTLAND DR  ","78758","Yes"
"16505","2017-2810249  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","1001 RUTLAND DR  ","78758","Yes"
"16506","2017-2810432  ","BACK",2017-10-08,2017,"Oct",8,"DWI 2ND  ","3800 BLOCK AIRPORT BLVD  ","78722","Yes"
"16507","2017-2810432  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","3800 BLOCK AIRPORT BLVD  ","78722","Yes"
"16508","2017-2810996  ","BACK",2017-10-08,2017,"Oct",8,"DWI 2ND  ","3500 BLOCK W WELLS BRANCH PKWY  ","78727","Yes"
"16509","2017-2811423  ","BACK",2017-10-08,2017,"Oct",8,"DWI .15 BAC OR ABOVE  ","STONLEIGH PL at E WILLIAM CANNON DR  ","78744","Yes"
"16510","2017-2811423  ","BACK",2017-10-08,2017,"Oct",8,"DWI 2ND  ","STONLEIGH PL at E WILLIAM CANNON DR  ","78744","Yes"
"16511","2017-2811613  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","7800 SHOAL CREEK BLVD  ","78757","Yes"
"16512","2017-2811648  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","10610 MORADO CIR  ","78759","Yes"
"16513","2017-2811700  ","BACK",2017-10-08,2017,"Oct",8,"DWI  ","415 RIO GRANDE ST  ","78701","Yes"
"16514","2017-2811756  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","12201 I-35 N  ","78753","Yes"
"16515","2017-2820078  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","700 E 9TH ST  ","78701","Yes"
"16516","2017-2820097  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","700 W 6TH ST  ","78701","Yes"
"16517","2017-2820122  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","400 BLOCK E 6TH ST  ","78701","Yes"
"16518","2017-2820159  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","W RUNDBERG LN at N LAMAR BLVD  ","78758","Yes"
"16519","2017-2820212  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","1200 WILSON HEIGHTS DR  ","78746","Yes"
"16520","2017-2820845  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","3300 E SH 71 WB  ","N/A  ","Yes"
"16521","2017-2820887  ","BACK",2017-10-09,2017,"Oct",9,"DWI 2ND  ","800 W WILLIAM CANNON DR  ","78745","Yes"
"16522","2017-2821731  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","3401 REDBUD TRL  ","78746","Yes"
"16523","2017-2821849  ","BACK",2017-10-09,2017,"Oct",9,"DWI 2ND  ","5300 BLK N LAMAR BLVD  ","N/A  ","Yes"
"16524","2017-2821893  ","BACK",2017-10-09,2017,"Oct",9,"DWI  ","HAVENSIDE DR at W OLTORF ST  ","78704","Yes"
"16525","2017-2830016  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","100 S 1ST ST  ","N/A  ","Yes"
"16526","2017-2830034  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","1400 NEWFIELD LN  ","78703","Yes"
"16527","2017-2830045  ","BACK",2017-10-10,2017,"Oct",10,"DWI .15 BAC OR ABOVE  ","8302 ROCKWOOD LN  ","78757","Yes"
"16528","2017-2830045  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","8302 ROCKWOOD LN  ","78757","Yes"
"16529","2017-2830061  ","BACK",2017-10-10,2017,"Oct",10,"DWI .15 BAC OR ABOVE  ","S CONGRESS AVE at COLEMAN ST  ","78704","Yes"
"16530","2017-2830065  ","BACK",2017-10-10,2017,"Oct",10,"DWI - DRUG RECOGNITION EXPERT  ","600 W ST JOHNS AVE  ","78752","Yes"
"16531","2017-2830065  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","600 W ST JOHNS AVE  ","78752","Yes"
"16532","2017-2830148  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","1910 W BEN WHITE BLVD SVRD WB  ","78704","Yes"
"16533","2017-2830527  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","W STASSNEY LN at MANCHACA RD  ","78745","Yes"
"16534","2017-2830955  ","BACK",2017-10-10,2017,"Oct",10,"DWI 2ND  ","1604 W 39TH 1/2 ST  ","78756","Yes"
"16535","2017-2831297  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","2401 I-35 N  ","78705","Yes"
"16536","2017-2831297  ","BACK",2017-10-10,2017,"Oct",10,"DWI 2ND  ","2401 I-35 N  ","78705","Yes"
"16537","2017-2831754  ","BACK",2017-10-10,2017,"Oct",10,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"16538","2017-2840005  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","8100 WEST GATE BLVD  ","78745","Yes"
"16539","2017-2840006  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","11100 BLOCK N LAMAR BLVD  ","78758","Yes"
"16540","2017-2840065  ","BACK",2017-10-11,2017,"Oct",11,"DWI 2ND  ","4500 BLOCK ROSEDALE AVE  ","78756","Yes"
"16541","2017-2840070  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","100 E RIVERSIDE DR  ","78704","Yes"
"16542","2017-2840090  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","10503 N LAMAR BLVD  ","78753","Yes"
"16543","2017-2840113  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","100 BLOCK S CONGRESS AVE  ","78704","Yes"
"16544","2017-2840115  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","800 W 6TH ST  ","78701","Yes"
"16545","2017-2841633  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","13466 N US 183 HWY SVRD SB  ","78750","Yes"
"16546","2017-2841659  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","3587 GREENLAWN BLVD  ","78664","Yes"
"16547","2017-2841769  ","BACK",2017-10-11,2017,"Oct",11,"DWI  ","S CONGRESS AVE at E STASSNEY LN  ","78745","Yes"
"16548","2017-2841840  ","BACK",2017-10-11,2017,"Oct",11,"DWI .15 BAC OR ABOVE  ","8507 CONTOUR DR  ","78757","Yes"
"16549","2017-2850003  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","100 E RIVERSIDE DR  ","78704","Yes"
"16550","2017-2850112  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","200 E RIVERSIDE DR  ","78704","Yes"
"16551","2017-2850120  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"16552","2017-2850128  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","500 GENARD ST  ","78751","Yes"
"16553","2017-2850156  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","N PLEASANT VALLEY RD at E 7TH ST  ","78702","Yes"
"16554","2017-2850167  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","1900 MONTOPOLIS DR  ","78741","Yes"
"16555","2017-2850174  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","200 BLOCK S CONGRESS AVE  ","78704","Yes"
"16556","2017-2850175  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","200 W 4TH ST  ","78701","Yes"
"16557","2017-2851146  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","2171 WOODWARD ST  ","78744","Yes"
"16558","2017-2851146  ","BACK",2017-10-12,2017,"Oct",12,"DWI .15 BAC OR ABOVE  ","2171 WOODWARD ST  ","78744","Yes"
"16559","2017-2851272  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","200 BLOCK E OLTORF ST  ","78704","Yes"
"16560","2017-2851544  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","3908 W BRAKER LN  ","78759","Yes"
"16561","2017-2851595  ","BACK",2017-10-12,2017,"Oct",12,"DWI 2ND  ","605 MASTERSON PASS  ","78753","Yes"
"16562","2017-2851595  ","BACK",2017-10-12,2017,"Oct",12,"DWI .15 BAC OR ABOVE  ","605 MASTERSON PASS  ","78753","Yes"
"16563","2017-2851852  ","BACK",2017-10-12,2017,"Oct",12,"DWI - DRUG RECOGNITION EXPERT  ","S IH 35 SVRD NB at TERI RD  ","78744","Yes"
"16564","2017-2851852  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","S IH 35 SVRD NB at TERI RD  ","78744","Yes"
"16565","2017-2851878  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","100 RED RIVER ST  ","N/A  ","Yes"
"16566","2017-2851950  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","6700 BLK N CAPITAL OF TEXAS HIGHWAY  ","N/A  ","Yes"
"16567","2017-2851968  ","BACK",2017-10-12,2017,"Oct",12,"DWI  ","6400 E WILLIAM CANNON DR  ","78744","Yes"
"16568","2017-2860009  ","BACK",2017-10-12,2017,"Oct",12,"DWI 2ND  ","4812 WALDEN CIR  ","78723","Yes"
"16569","2017-2860009  ","BACK",2017-10-12,2017,"Oct",12,"DWI - DRUG RECOGNITION EXPERT  ","4812 WALDEN CIR  ","78723","Yes"
"16570","2017-2860630  ","BACK",2017-10-13,2017,"Oct",13,"DWI  ","1200 GUADALUPE ST  ","78701","No"
"16571","2017-2860012  ","BACK",2017-10-13,2017,"Oct",13,"DWI  ","11920 DOMAIN DR  ","78758","Yes"
"16572","2017-2860030  ","BACK",2017-10-13,2017,"Oct",13,"DWI  ","600 CONGRESS AVE  ","N/A  ","Yes"
"16573","2017-2860089  ","BACK",2017-10-13,2017,"Oct",13,"DWI 2ND  ","1700 W WILLIAM CANNON DR  ","78745","Yes"
"16574","2017-2860115  ","BACK",2017-10-13,2017,"Oct",13,"DWI 2ND  ","1100 W 6TH ST  ","N/A  ","Yes"
"16575","2017-2860136  ","BACK",2017-10-13,2017,"Oct",13,"DWI  ","214 BARTON SPRINGS RD  ","78704","Yes"
"16576","2017-2860196  ","BACK",2017-10-13,2017,"Oct",13,"DWI .15 BAC OR ABOVE  ","801 E WILLIAM CANNON DR  ","78745","Yes"
"16577","2017-2860196  ","BACK",2017-10-13,2017,"Oct",13,"DWI 2ND  ","801 E WILLIAM CANNON DR  ","78745","Yes"
"16578","2017-2860239  ","BACK",2017-10-13,2017,"Oct",13,"DWI 2ND  ","7740 BLOCK ELROY RD  ","78617","Yes"
"16579","2017-2861518  ","BACK",2017-10-13,2017,"Oct",13,"DWI  ","MEDICAL/39TH  ","N/A  ","Yes"
"16580","2017-2861845  ","BACK",2017-10-13,2017,"Oct",13,"DWI  ","2300 LAKE AUSTIN BLVD  ","78703","Yes"
"16581","2017-2871745  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","WEBBERVILLE RD at N PLEASANT VALLEY RD  ","78702","No"
"16582","2017-2780285  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","112 E 5TH ST  ","78701","Yes"
"16583","2017-2861742  ","BACK",2017-10-14,2017,"Oct",14,"DWI 2ND  ","4100 N IH 35 SB  ","78751","Yes"
"16584","2017-2870027  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","900 LAVACA ST  ","78701","Yes"
"16585","2017-2870077  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","11500 NORTH OAKS DR  ","78753","Yes"
"16586","2017-2870097  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","6100 SHUMARK OAK TRL  ","N/A  ","Yes"
"16587","2017-2870097  ","BACK",2017-10-14,2017,"Oct",14,"DWI .15 BAC OR ABOVE  ","6100 SHUMARK OAK TRL  ","N/A  ","Yes"
"16588","2017-2870203  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","7408 CAMERON RD  ","78752","Yes"
"16589","2017-2870203  ","BACK",2017-10-14,2017,"Oct",14,"DWI .15 BAC OR ABOVE  ","7408 CAMERON RD  ","78752","Yes"
"16590","2017-2870220  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","3800 S IH 35 SB  ","78704","Yes"
"16591","2017-2870244  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","500 W 10TH ST  ","78701","Yes"
"16592","2017-2870245  ","BACK",2017-10-14,2017,"Oct",14,"DWI .15 BAC OR ABOVE  ","E 38TH 1/2 ST at I-35 N  ","78722","Yes"
"16593","2017-2870245  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","E 38TH 1/2 ST at I-35 N  ","78722","Yes"
"16594","2017-2870285  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","112 E 5TH ST  ","78701","Yes"
"16595","2017-2870322  ","BACK",2017-10-14,2017,"Oct",14,"DWI .15 BAC OR ABOVE  ","10505 S IH 35 SVRD NB  ","78747","Yes"
"16596","2017-2870333  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","W ANDERSON LN at SHOAL CREEK BLVD  ","78757","Yes"
"16597","2017-2870340  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","300 SAN ANTONIO ST  ","78701","Yes"
"16598","2017-2870357  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","5206 TWO IRON ST  ","78744","Yes"
"16599","2017-2871394  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","E US 290 HWY SVRD WB at GILES LN  ","78754","Yes"
"16600","2017-2871886  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","5500 S CONGRESS AVE  ","78745","Yes"
"16601","2017-2872005  ","BACK",2017-10-14,2017,"Oct",14,"DWI .15 BAC OR ABOVE  ","W STASSNEY LN at S CONGRESS AVE  ","78745","Yes"
"16602","2017-2872013  ","BACK",2017-10-14,2017,"Oct",14,"DWI 2ND  ","9600 W PARMER LN  ","78717","Yes"
"16603","2017-2872022  ","BACK",2017-10-14,2017,"Oct",14,"DWI  ","200 W RUNDBERG LN  ","78753","Yes"
"16604","2017-2871781  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","3014 W WILLIAM CANNON DR  ","78745","Yes"
"16605","2017-2871971  ","BACK",2017-10-15,2017,"Oct",15,"DWI 2ND  ","E US 290 EB RAMP at DECKER LN  ","78724","Yes"
"16606","2017-2880038  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","2000 BLOCK BARTON SPRINGS RD  ","78746","Yes"
"16607","2017-2880095  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","2701 E 7TH ST  ","78702","Yes"
"16608","2017-2880106  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","500 SAN JACINTO BLVD  ","78701","Yes"
"16609","2017-2880117  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","5600 S CONGRESS AVE  ","78745","Yes"
"16610","2017-2880120  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","800 RIO GRANDE ST  ","78701","Yes"
"16611","2017-2880173  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","MANOR RD at SUSQUEHANNA LN  ","78723","Yes"
"16612","2017-2880173  ","BACK",2017-10-15,2017,"Oct",15,"DWI 2ND  ","MANOR RD at SUSQUEHANNA LN  ","78723","Yes"
"16613","2017-2880205  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","ED BLUESTEIN BLVD NB at LOYOLA LN  ","78724","Yes"
"16614","2017-2880205  ","BACK",2017-10-15,2017,"Oct",15,"DWI 2ND  ","ED BLUESTEIN BLVD NB at LOYOLA LN  ","78724","Yes"
"16615","2017-2880224  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","E 6TH ST at I-35 N  ","78701","Yes"
"16616","2017-2880322  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","74 TRINITY ST  ","78701","Yes"
"16617","2017-2880343  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","W RUNDBERG LN at MOUNTAIN QUAIL RD  ","78758","Yes"
"16618","2017-2880391  ","BACK",2017-10-15,2017,"Oct",15,"DWI .15 BAC OR ABOVE  ","509 E BEN WHITE BLVD EB  ","78745","Yes"
"16619","2017-2880913  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","4032 S LAMAR BLVD SB  ","78704","Yes"
"16620","2017-2881324  ","BACK",2017-10-15,2017,"Oct",15,"DWI 2ND  ","BARTON SPRINGS RD at S LAMAR BLVD  ","78704","Yes"
"16621","2017-2881599  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","60 EAST AVE  ","78701","Yes"
"16622","2017-2881641  ","BACK",2017-10-15,2017,"Oct",15,"DWI 2ND  ","9120 I-35 N  ","78753","Yes"
"16623","2017-2881641  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","9120 I-35 N  ","78753","Yes"
"16624","2017-2881641  ","BACK",2017-10-15,2017,"Oct",15,"DWI .15 BAC OR ABOVE  ","9120 I-35 N  ","78753","Yes"
"16625","2017-2881662  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","14200 N FM 620 RD NB  ","78729","Yes"
"16626","2017-2881669  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","W 4TH ST at SAN ANTONIO ST  ","78701","Yes"
"16627","2017-2881707  ","BACK",2017-10-15,2017,"Oct",15,"DWI  ","7601 RIALTO BLVD  ","78735","Yes"
"16628","2017-2881707  ","BACK",2017-10-15,2017,"Oct",15,"DWI 2ND  ","7601 RIALTO BLVD  ","78735","Yes"
"16629","2017-2891661  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","E BEN WHITE BLVD SVRD EB at S IH 35 SVRD SB  ","78745","No"
"16630","2017-2890053  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","6200 BLOCK S CONGRESS AVE  ","78745","Yes"
"16631","2017-2890083  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","E 5TH ST at TRINITY ST  ","78701","Yes"
"16632","2017-2890095  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","672 SOUTH CENTER ST  ","78704","Yes"
"16633","2017-2890163  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","2109 E RIVERSIDE DR  ","78741","Yes"
"16634","2017-2890169  ","BACK",2017-10-16,2017,"Oct",16,"DWI .15 BAC OR ABOVE  ","9300 NORTHGATE BLVD  ","78758","Yes"
"16635","2017-2890192  ","BACK",2017-10-16,2017,"Oct",16,"DWI .15 BAC OR ABOVE  ","7800 BLOCK I-35 N  ","78753","Yes"
"16636","2017-2890192  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","7800 BLOCK I-35 N  ","78753","Yes"
"16637","2017-2890212  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","2000 BARTON SPRINGS RD  ","78746","Yes"
"16638","2017-2891221  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","7119 CHIMNEY CORNERS  ","78731","Yes"
"16639","2017-2891401  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","5600 CAMERON RD  ","78723","Yes"
"16640","2017-2891530  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","7103 E US 290 HWY SVRD EB  ","78723","Yes"
"16641","2017-2891530  ","BACK",2017-10-16,2017,"Oct",16,"DWI - DRUG RECOGNITION EXPERT  ","7103 E US 290 HWY SVRD EB  ","78723","Yes"
"16642","2017-2891662  ","BACK",2017-10-16,2017,"Oct",16,"DWI  ","2929 NORTHLAND DR  ","78731","Yes"
"16643","2017-2900016  ","BACK",2017-10-17,2017,"Oct",17,"DWI  ","10700 RESEARCH BLVD SVRD NB  ","78759","Yes"
"16644","2017-2900043  ","BACK",2017-10-17,2017,"Oct",17,"DWI  ","E OLTORF ST/ S IH 35 SVRD NB  ","N/A  ","Yes"
"16645","2017-2900063  ","BACK",2017-10-17,2017,"Oct",17,"DWI 2ND  ","500 BLOCK S LAMAR BLVD  ","78704","Yes"
"16646","2017-2900133  ","BACK",2017-10-17,2017,"Oct",17,"DWI .15 BAC OR ABOVE  ","1400 RESERVE RD  ","78703","Yes"
"16647","2017-2901168  ","BACK",2017-10-17,2017,"Oct",17,"DWI  ","1520 RUTHERFORD LN  ","78754","Yes"
"16648","2017-2901515  ","BACK",2017-10-17,2017,"Oct",17,"DWI  ","I-35 N at W PARMER LN  ","78753","Yes"
"16649","2017-2901515  ","BACK",2017-10-17,2017,"Oct",17,"DWI 2ND  ","I-35 N at W PARMER LN  ","78753","Yes"
"16650","2017-2901581  ","BACK",2017-10-17,2017,"Oct",17,"DWI - DRUG RECOGNITION EXPERT  ","6721 S CONGRESS AVE  ","78745","Yes"
"16651","2017-2901581  ","BACK",2017-10-17,2017,"Oct",17,"DWI  ","6721 S CONGRESS AVE  ","78745","Yes"
"16652","2017-2901682  ","BACK",2017-10-17,2017,"Oct",17,"DWI  ","10550 W PARMER LN  ","78717","Yes"
"16653","2017-2901755  ","BACK",2017-10-17,2017,"Oct",17,"DWI  ","4000 S IH 35 NB  ","78741","Yes"
"16654","2017-2910001  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","5301 I-35 N  ","78751","Yes"
"16655","2017-2910057  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","4000 N LAMAR BLVD  ","78756","Yes"
"16656","2017-2910106  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","1900 W PARMER LN  ","78727","Yes"
"16657","2017-2910116  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","200 BLOCK S CONGRESS AVE  ","78704","Yes"
"16658","2017-2910120  ","BACK",2017-10-18,2017,"Oct",18,"DWI 2ND  ","200 E BEN WHITE BLVD SVRD WB  ","78704","Yes"
"16659","2017-2910120  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","200 E BEN WHITE BLVD SVRD WB  ","78704","Yes"
"16660","2017-2910123  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","4000 DUVAL RD  ","78759","Yes"
"16661","2017-2910138  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"16662","2017-2910143  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","7123 WISHING WELL DR  ","78745","Yes"
"16663","2017-2910148  ","BACK",2017-10-18,2017,"Oct",18,"DWI .15 BAC OR ABOVE  ","2241 S IH 35 SVRD NB  ","78741","Yes"
"16664","2017-2910148  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","2241 S IH 35 SVRD NB  ","78741","Yes"
"16665","2017-2910175  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","601 W BEN WHITE BLVD SVRD EB  ","78745","Yes"
"16666","2017-2911544  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","I-35 N at FLEISCHER DR  ","78728","Yes"
"16667","2017-2911788  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","E RUNDBERG LN at CAMERON RD  ","78753","Yes"
"16668","2017-2911891  ","BACK",2017-10-18,2017,"Oct",18,"DWI  ","700 BASTROP HWY NB  ","78742","Yes"
"16669","2017-2911943  ","BACK",2017-10-18,2017,"Oct",18,"DWI 2ND  ","7900 S CONGRESS AVE  ","78748","Yes"
"16670","2017-2920057  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","1320 W 6TH ST  ","N/A  ","No"
"16671","2017-2911676  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","HWY 183 NB Amp3rs2nd HWY 45 EB RAMP  ","N/A  ","Yes"
"16672","2017-2920090  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","500 W 10TH ST  ","N/A  ","Yes"
"16673","2017-2920149  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"16674","2017-2920151  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","300 BARTON SPRINGS RD  ","78704","Yes"
"16675","2017-2920152  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","100 BLOCK S CONGRESS AVE  ","78704","Yes"
"16676","2017-2920164  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","400 BLOCK BARTON SPRINGS RD  ","78704","Yes"
"16677","2017-2921461  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","2200 BLK E OLTORF  ","N/A  ","Yes"
"16678","2017-2921502  ","BACK",2017-10-19,2017,"Oct",19,"DWI - DRUG RECOGNITION EXPERT  ","10300 S IH 35 SB  ","78748","Yes"
"16679","2017-2921502  ","BACK",2017-10-19,2017,"Oct",19,"DWI 2ND  ","10300 S IH 35 SB  ","78748","Yes"
"16680","2017-2921860  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","9300 N LAMAR BLVD  ","78758","Yes"
"16681","2017-2921919  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","WEBBERVILLE RD at BEDFORD ST  ","78702","Yes"
"16682","2017-2921939  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","1300 E ST JOHNS AVE  ","N/A  ","Yes"
"16683","2017-2921952  ","BACK",2017-10-19,2017,"Oct",19,"DWI  ","E BEN WHITE BLVD SVRD EB at S IH 35 SVRD SB  ","78745","Yes"
"16684","2017-2930006  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","800 BLOCK S MOPAC EXPY SVRD SB  ","78746","Yes"
