CASE..,RIDESHARE,DATE,YEAR,MONTH,DAY,OFFENSE,ADDRESS,ZIP,ARREST
2017-1961488  ,BACK,2017-07-15  ,2017,7,15,DWI - DRUG RECOGNITION EXPERT  ,12900 DESSAU RD  ,78754,Yes
2017-1961488  ,BACK,2017-07-15  ,2017,7,15,DWI  ,12900 DESSAU RD  ,78754,Yes
2017-1961552  ,BACK,2017-07-15  ,2017,7,15,DWI .15 BAC OR ABOVE  ,710 E BEN WHITE BLVD SVRD WB  ,78704,Yes
2017-1961909  ,BACK,2017-07-15  ,2017,7,15,DWI  ,7000 BLESSING AVE  ,78752,Yes
2017-1970003  ,BACK,2017-07-16  ,2017,7,16,DWI  ,4300 S LAMAR BLVD SVRD NB  ,78745,Yes
2017-1970017  ,BACK,2017-07-16  ,2017,7,16,DWI 2ND  ,7300 FM 969 RD  ,78724,Yes
2017-1970068  ,BACK,2017-07-16  ,2017,7,16,DWI  ,500 E 10TH ST  ,78701,Yes
2017-1970109  ,BACK,2017-07-16  ,2017,7,16,DWI  ,2000 WOODWARD ST  ,78741,Yes
2017-1970112  ,BACK,2017-07-16  ,2017,7,16,DWI  ,500 UPSON ST  ,78703,Yes
2017-1970154  ,BACK,2017-07-16  ,2017,7,16,DWI  ,3700 N CAPITOL OF TEXAS HWY SB  ,N/A  ,Yes
2017-1970174  ,BACK,2017-07-16  ,2017,7,16,DWI  ,7611 OLD BEE CAVES RD  ,78735,Yes
2017-1970197  ,BACK,2017-07-16  ,2017,7,16,DWI .15 BAC OR ABOVE  ,4500 W BRAKER LN  ,78759,Yes
2017-1970197  ,BACK,2017-07-16  ,2017,7,16,DWI  ,4500 W BRAKER LN  ,78759,Yes
2017-1970204  ,BACK,2017-07-16  ,2017,7,16,DWI  ,9400 N MOPAC EXPY NB  ,78759,Yes
2017-1970295  ,BACK,2017-07-16  ,2017,7,16,DWI  ,6133 E BEN WHITE BLVD SVRD EB  ,78744,Yes
2017-1970328  ,BACK,2017-07-16  ,2017,7,16,DWI  ,10125 I-35 N  ,78753,Yes
2017-1971264  ,BACK,2017-07-16  ,2017,7,16,DWI  ,DECKER LN at FM 969 RD  ,78724,Yes
2017-1971375  ,BACK,2017-07-16  ,2017,7,16,DWI  ,8400 E BEN WHITE BLVD EB  ,78719,Yes
2017-1971408  ,BACK,2017-07-16  ,2017,7,16,DWI .15 BAC OR ABOVE  ,900 RUTLAND DR  ,78758,Yes
2017-1971494  ,BACK,2017-07-16  ,2017,7,16,DWI  ,908 BIRD CREEK DR  ,78758,Yes
2017-1971546  ,BACK,2017-07-16  ,2017,7,16,DWI  ,7901 CAMERON RD  ,78754,Yes
2017-1971636  ,BACK,2017-07-16  ,2017,7,16,DWI  ,2829 S LAKELINE BLVD  ,78613,Yes
2017-1971667  ,BACK,2017-07-16  ,2017,7,16,DWI  ,14000 BLOCK I-35 N  ,78660,Yes
2017-1980068  ,BACK,2017-07-17  ,2017,7,17,DWI  ,200 BLOCK S CONGRESS AVE  ,78704,Yes
2017-1980094  ,BACK,2017-07-17  ,2017,7,17,DWI  ,W CESAR CHAVEZ TO MOPA NB RAMP at N MOPAC EXPY NB  ,78703,Yes
2017-1980137  ,BACK,2017-07-17  ,2017,7,17,DWI  ,2227 E RIVERSIDE DR  ,78741,Yes
2017-1980276  ,BACK,2017-07-17  ,2017,7,17,DWI 2ND  ,12000 N MOPAC EXPY SVRD SB  ,78758,Yes
2017-1980716  ,BACK,2017-07-17  ,2017,7,17,DWI - DRUG RECOGNITION EXPERT  ,1700 E RIVERSIDE DR  ,78741,Yes
2017-1980716  ,BACK,2017-07-17  ,2017,7,17,DWI  ,1700 E RIVERSIDE DR  ,78741,Yes
2017-1980910  ,BACK,2017-07-17  ,2017,7,17,DWI - DRUG RECOGNITION EXPERT  ,2110 W SLAUGHTER LN  ,78748,Yes
2017-1980910  ,BACK,2017-07-17  ,2017,7,17,DWI 2ND  ,2110 W SLAUGHTER LN  ,78748,Yes
2017-1981003  ,BACK,2017-07-17  ,2017,7,17,DWI  ,7800 W US 290 HWY  ,78736,Yes
2017-1981003  ,BACK,2017-07-17  ,2017,7,17,DWI 2ND  ,7800 W US 290 HWY  ,78736,Yes
2017-1981240  ,BACK,2017-07-17  ,2017,7,17,DWI  ,2200 JUSTIN LN  ,78757,Yes
2017-1981778  ,BACK,2017-07-17  ,2017,7,17,DWI 2ND  ,9600 BLOCK NEWFOUNDLAND CIR  ,78758,Yes
2017-1991827  ,BACK,2017-07-18  ,2017,7,18,DWI  ,I-35 N at E ST JOHNS AVE  ,78752,No
2017-1990074  ,BACK,2017-07-18  ,2017,7,18,DWI  ,E 38TH 1/2 ST at I-35 N  ,78722,Yes
2017-1990091  ,BACK,2017-07-18  ,2017,7,18,DWI  ,11300 WALNUT RIDGE DR  ,78753,Yes
2017-1990133  ,BACK,2017-07-18  ,2017,7,18,DWI  ,300 S CONGRESS AVE  ,78704,Yes
2017-1990134  ,BACK,2017-07-18  ,2017,7,18,DWI  ,4520 BURNET RD  ,78756,Yes
2017-1990134  ,BACK,2017-07-18  ,2017,7,18,DWI .15 BAC OR ABOVE  ,4520 BURNET RD  ,78756,Yes
2017-1990139  ,BACK,2017-07-18  ,2017,7,18,DWI  ,2317 SHOAL CREEK BLVD  ,78705,Yes
2017-1990194  ,BACK,2017-07-18  ,2017,7,18,DWI .15 BAC OR ABOVE  ,13749 N US 183 HWY NB  ,78729,Yes
2017-1991281  ,BACK,2017-07-18  ,2017,7,18,DWI  ,200 S MOPAC EXPY NB  ,78746,Yes
2017-1991281  ,BACK,2017-07-18  ,2017,7,18,DWI 2ND  ,200 S MOPAC EXPY NB  ,78746,Yes
2017-1991492  ,BACK,2017-07-18  ,2017,7,18,DWI  ,6100 PONCA ST  ,78741,Yes
2017-1991687  ,BACK,2017-07-18  ,2017,7,18,DWI  ,1001 COLLINWOOD WEST DR  ,78753,Yes
2017-1991687  ,BACK,2017-07-18  ,2017,7,18,DWI 2ND  ,1001 COLLINWOOD WEST DR  ,78753,Yes
2017-1991809  ,BACK,2017-07-18  ,2017,7,18,DWI  ,1088 WALNUT CREEK PARK DR  ,78758,Yes
2017-2000044  ,BACK,2017-07-19  ,2017,7,19,DWI  ,3300 N CAPITAL OF TEXAS HWY SB  ,78746,Yes
2017-2000106  ,BACK,2017-07-19  ,2017,7,19,DWI 2ND  ,2000 S LAMAR BLVD  ,78704,Yes
2017-2000123  ,BACK,2017-07-19  ,2017,7,19,DWI  ,300 BLOCK W 6TH ST  ,78701,Yes
2017-2000143  ,BACK,2017-07-19  ,2017,7,19,DWI  ,715 E 8TH ST  ,78701,Yes
2017-2000143  ,BACK,2017-07-19  ,2017,7,19,DWI .15 BAC OR ABOVE  ,715 E 8TH ST  ,78701,Yes
2017-2000146  ,BACK,2017-07-19  ,2017,7,19,DWI  ,200 BLOCK S CONGRESS AVE  ,78704,Yes
2017-2000146  ,BACK,2017-07-19  ,2017,7,19,DWI - DRUG RECOGNITION EXPERT  ,200 BLOCK S CONGRESS AVE  ,78704,Yes
2017-2000152  ,BACK,2017-07-19  ,2017,7,19,DWI  ,5300 AIRPORT BLVD  ,78751,Yes
2017-2000208  ,BACK,2017-07-19  ,2017,7,19,DWI .15 BAC OR ABOVE  ,9000 METRIC BLVD  ,78758,Yes
2017-2001215  ,BACK,2017-07-19  ,2017,7,19,DWI  ,W 15TH ST at GUADALUPE ST  ,78701,Yes
2017-2001350  ,BACK,2017-07-19  ,2017,7,19,DWI  ,10200 S IH 35 SB  ,78748,Yes
2017-2001428  ,BACK,2017-07-19  ,2017,7,19,DWI  ,7205 HART LN  ,78731,Yes
2017-2001684  ,BACK,2017-07-19  ,2017,7,19,DWI  ,6327 DEL MONTE RD  ,78741,Yes
2017-2001759  ,BACK,2017-07-19  ,2017,7,19,DWI  ,300 W POWELL LN  ,78753,Yes
2017-2001783  ,BACK,2017-07-19  ,2017,7,19,DWI  ,2620 LAKE AUSTIN BLVD  ,78703,Yes
2017-2001832  ,BACK,2017-07-19  ,2017,7,19,DWI  ,2200 E ANDERSON LN EB  ,78752,Yes
2017-2001861  ,BACK,2017-07-19  ,2017,7,19,DWI  ,4712 LAMBS LN  ,78744,Yes
2017-2001887  ,BACK,2017-07-19  ,2017,7,19,DWI  ,3900 S CONGRESS AVE  ,78704,Yes
2017-2010055  ,BACK,2017-07-20  ,2017,7,20,DWI 2ND  ,100 WHITE OAK DR  ,78753,Yes
2017-2010074  ,BACK,2017-07-20  ,2017,7,20,DWI  ,7400 BLOCK E BEN WHITE BLVD EB  ,78741,Yes
2017-2010091  ,BACK,2017-07-20  ,2017,7,20,DWI  ,5200 E BEN WHITE BLVD SVRD WB  ,78741,Yes
2017-2010096  ,BACK,2017-07-20  ,2017,7,20,DWI  ,1700 BRIARCLIFF BLVD  ,78723,Yes
2017-2010117  ,BACK,2017-07-20  ,2017,7,20,DWI  ,E 32ND ST at I-35 N  ,78705,Yes
2017-2010126  ,BACK,2017-07-20  ,2017,7,20,DWI  ,6721 S CONGRESS AVE  ,78745,Yes
2017-2010126  ,BACK,2017-07-20  ,2017,7,20,DWI .15 BAC OR ABOVE  ,6721 S CONGRESS AVE  ,78745,Yes
2017-2010138  ,BACK,2017-07-20  ,2017,7,20,DWI  ,7400 E BEN WHITE BLVD EB  ,78741,Yes
2017-2010154  ,BACK,2017-07-20  ,2017,7,20,DWI  ,7400 BLOCK E BEN WHITE BLVD EB  ,78741,Yes
2017-2010161  ,BACK,2017-07-20  ,2017,7,20,DWI  ,7400 E BEN WHITE BLVD EB  ,78741,Yes
2017-2010171  ,BACK,2017-07-20  ,2017,7,20,DWI  ,6500 N LAMAR BLVD  ,78757,Yes
2017-2011481  ,BACK,2017-07-20  ,2017,7,20,DWI  ,10100 DIAMONDBACK TRL  ,78753,Yes
2017-2011577  ,BACK,2017-07-20  ,2017,7,20,DWI  ,15119 I-35 N  ,78660,Yes
2017-2011604  ,BACK,2017-07-20  ,2017,7,20,DWI  ,SPRINGDALE RD at PECAN SPRINGS RD  ,78723,Yes
2017-2011604  ,BACK,2017-07-20  ,2017,7,20,DWI 2ND  ,SPRINGDALE RD at PECAN SPRINGS RD  ,78723,Yes
2017-2011608  ,BACK,2017-07-20  ,2017,7,20,DWI  ,1100 E ST JOHNS AVE  ,78752,Yes
2017-2011725  ,BACK,2017-07-20  ,2017,7,20,DWI  ,1300 W 6TH ST  ,78703,Yes
2017-2011811  ,BACK,2017-07-20  ,2017,7,20,DWI .15 BAC OR ABOVE  ,200 LAVACA ST  ,78701,Yes
2017-2011823  ,BACK,2017-07-20  ,2017,7,20,DWI  ,N LAMAR BLVD at NORTH BEND DR  ,78753,Yes
2017-2011841  ,BACK,2017-07-20  ,2017,7,20,DWI 2ND  ,400 ST EDWARDS DR  ,78704,Yes
2017-2011937  ,BACK,2017-07-20  ,2017,7,20,DWI .15 BAC OR ABOVE  ,E 6TH ST at COMAL ST  ,78702,Yes
2017-2011965  ,BACK,2017-07-20  ,2017,7,20,DWI  ,12600 N MOPAC EXPY SB  ,78727,Yes
2017-2011983  ,BACK,2017-07-20  ,2017,7,20,DWI  ,10605 PORTICO LN  ,78748,Yes
2017-2020047  ,BACK,2017-07-21  ,2017,7,21,DWI  ,700 E 8TH ST  ,78701,Yes
2017-2020064  ,BACK,2017-07-21  ,2017,7,21,DWI  ,300 GUADALUPE ST  ,78701,Yes
2017-2020184  ,BACK,2017-07-21  ,2017,7,21,DWI  ,5400 GLOUCESTER LN  ,78723,Yes
2017-2020191  ,BACK,2017-07-21  ,2017,7,21,DWI .15 BAC OR ABOVE  ,11919 DOMAIN DR  ,78758,Yes
2017-2020191  ,BACK,2017-07-21  ,2017,7,21,DWI  ,11919 DOMAIN DR  ,78758,Yes
2017-2020197  ,BACK,2017-07-21  ,2017,7,21,DWI 2ND  ,E 5TH ST at SAN JACINTO BLVD  ,78701,Yes
2017-2020223  ,BACK,2017-07-21  ,2017,7,21,DWI  ,110 E 37TH ST  ,78705,Yes
2017-2020229  ,BACK,2017-07-21  ,2017,7,21,DWI  ,N LAMAR BLVD at AIRPORT BLVD  ,78752,Yes
2017-2020243  ,BACK,2017-07-21  ,2017,7,21,DWI  ,12400 S IH 35 SB  ,78652,Yes
2017-2020274  ,BACK,2017-07-21  ,2017,7,21,DWI .15 BAC OR ABOVE  ,5700 N MOPAC EXPY SVRD SB  ,78731,Yes
2017-2020274  ,BACK,2017-07-21  ,2017,7,21,DWI  ,5700 N MOPAC EXPY SVRD SB  ,78731,Yes
2017-2020277  ,BACK,2017-07-21  ,2017,7,21,DWI  ,11414 BARRINGTON WAY  ,78759,Yes
2017-2020281  ,BACK,2017-07-21  ,2017,7,21,DWI  ,5200 S CONGRESS AVE  ,78745,Yes
2017-2021417  ,BACK,2017-07-21  ,2017,7,21,DWI .15 BAC OR ABOVE  ,1800 E WILLIAM CANNON DR  ,78744,Yes
2017-2021817  ,BACK,2017-07-21  ,2017,7,21,DWI  ,10700 BURNET RD  ,78758,Yes
2017-2021831  ,BACK,2017-07-21  ,2017,7,21,DWI  ,7800 SOUTHWEST PKWY  ,78735,Yes
2017-2021840  ,BACK,2017-07-21  ,2017,7,21,DWI  ,7500 BLOCK I-35 N  ,78752,Yes
2017-2021875  ,BACK,2017-07-21  ,2017,7,21,DWI  ,S CONGRESS AVE at W OLTORF ST  ,78704,Yes
2017-2021953  ,BACK,2017-07-21  ,2017,7,21,DWI  ,1200 W 6TH ST  ,78703,Yes
2017-2022024  ,BACK,2017-07-21  ,2017,7,21,DWI  ,1900 S IH 35 SVRD NB  ,78741,Yes
2017-2022024  ,BACK,2017-07-21  ,2017,7,21,DWI 2ND  ,1900 S IH 35 SVRD NB  ,78741,Yes
2017-2022071  ,BACK,2017-07-21  ,2017,7,21,DWI  ,2000 MONTOPOLIS DR  ,78741,Yes
2017-2022083  ,BACK,2017-07-21  ,2017,7,21,DWI  ,10901 I-35 N  ,78753,Yes
2017-2030130  ,BACK,2017-07-22  ,2017,7,22,DWI 2ND  ,7700 W PARMER LN  ,N/A  ,No
2017-2030058  ,BACK,2017-07-22  ,2017,7,22,DWI  ,2100 S MOPAC EXPY NB  ,78746,Yes
2017-2030098  ,BACK,2017-07-22  ,2017,7,22,DWI  ,2000 S IH 35 SVRD SB  ,N/A  ,Yes
2017-2030172  ,BACK,2017-07-22  ,2017,7,22,DWI  ,1200 W 6TH ST  ,78703,Yes
2017-2030184  ,BACK,2017-07-22  ,2017,7,22,DWI  ,W 6TH ST at CAMPBELL ST  ,78703,Yes
2017-2030322  ,BACK,2017-07-22  ,2017,7,22,DWI 2ND  ,12401 I-35 N  ,78753,Yes
2017-2030418  ,BACK,2017-07-22  ,2017,7,22,DWI  ,W OLTORF ST at S LAMAR BLVD  ,78704,Yes
2017-2030418  ,BACK,2017-07-22  ,2017,7,22,DWI - DRUG RECOGNITION EXPERT  ,W OLTORF ST at S LAMAR BLVD  ,78704,Yes
2017-2030458  ,BACK,2017-07-22  ,2017,7,22,DWI  ,2210 E MARTIN LUTHER KING JR BLVD  ,78722,Yes
2017-2031029  ,BACK,2017-07-22  ,2017,7,22,DWI .15 BAC OR ABOVE  ,8656 SPICEWOOD SPRINGS RD  ,78759,Yes
2017-2031342  ,BACK,2017-07-22  ,2017,7,22,DWI  ,1801 E 51ST ST  ,78723,Yes
2017-2031353  ,BACK,2017-07-22  ,2017,7,22,DWI  ,QUAIL MEADOW DR at W RUNDBERG LN  ,78758,Yes
2017-2031374  ,BACK,2017-07-22  ,2017,7,22,DWI  ,7400 DECKER LANE  ,N/A  ,Yes
2017-2031606  ,BACK,2017-07-22  ,2017,7,22,DWI  ,300 N IH 35 SB  ,78701,Yes
2017-2031664  ,BACK,2017-07-22  ,2017,7,22,DWI  ,400 BASTROP HWY SB  ,78741,Yes
2017-2031857  ,BACK,2017-07-22  ,2017,7,22,DWI  ,2100 E BEN WHITE BLVD EB  ,N/A  ,Yes
2017-2040365  ,BACK,2017-07-23  ,2017,7,23,DWI  ,2300 CANTERBURY ST  ,78702,No
2017-172041174  ,BACK,2017-07-23  ,2017,7,23,DWI  ,2600 W 45TH ST  ,78731,Yes
2017-2040164  ,BACK,2017-07-23  ,2017,7,23,DWI  ,1200 W 6TH ST  ,78703,Yes
2017-2040172  ,BACK,2017-07-23  ,2017,7,23,DWI  ,W BRAKER LN at N MOPAC EXPY SVRD NB  ,78758,Yes
2017-2040185  ,BACK,2017-07-23  ,2017,7,23,DWI .15 BAC OR ABOVE  ,211 E LISA DR  ,78752,Yes
2017-2040244  ,BACK,2017-07-23  ,2017,7,23,DWI  ,700 N MOPAC SVRD NB  ,N/A  ,Yes
2017-2040259  ,BACK,2017-07-23  ,2017,7,23,DWI  ,2758 S IH 35 SVRD SB  ,78704,Yes
2017-2040432  ,BACK,2017-07-23  ,2017,7,23,DWI  ,15002 FM 1825 RD  ,78660,Yes
2017-2040432  ,BACK,2017-07-23  ,2017,7,23,DWI 2ND  ,15002 FM 1825 RD  ,78660,Yes
2017-2041055  ,BACK,2017-07-23  ,2017,7,23,DWI  ,3400 HARMON AVE  ,78705,Yes
2017-2041174  ,BACK,2017-07-23  ,2017,7,23,DWI 2ND  ,2600 W 45TH ST  ,78731,Yes
2017-2041174  ,BACK,2017-07-23  ,2017,7,23,DWI  ,2600 W 45TH ST  ,78731,Yes
2017-2041280  ,BACK,2017-07-23  ,2017,7,23,DWI  ,CANTERBURY ST at N PLEASANT VALLEY RD  ,78702,Yes
2017-2041373  ,BACK,2017-07-23  ,2017,7,23,DWI 2ND  ,COURTYARD DR at N CAPITAL OF TEXAS HWY NB  ,78731,Yes
2017-2041403  ,BACK,2017-07-23  ,2017,7,23,DWI  ,9000 BLOCK S 1ST ST  ,78748,Yes
2017-2041492  ,BACK,2017-07-23  ,2017,7,23,DWI  ,13730 N FM 620 RD SB  ,78717,Yes
2017-2041589  ,BACK,2017-07-23  ,2017,7,23,DWI  ,400 W 6TH ST  ,78701,Yes
2017-2041590  ,BACK,2017-07-23  ,2017,7,23,DWI 2ND  ,3900 BLOCK I-35 N  ,78705,Yes
2017-2041690  ,BACK,2017-07-23  ,2017,7,23,DWI  ,700 NUECES ST  ,78701,Yes
2017-2050090  ,BACK,2017-07-24  ,2017,7,24,DWI  ,900 E WILLIAM CANNON DR  ,78745,No
2017-2050100  ,BACK,2017-07-24  ,2017,7,24,DWI  ,500 SPRINGDALE RD  ,78702,No
2017-2051524  ,BACK,2017-07-24  ,2017,7,24,DWI  ,13200 POND SPRINGS RD  ,78729,No
2017-2050040  ,BACK,2017-07-24  ,2017,7,24,DWI  ,1000 E STASSNEY LN  ,78745,Yes
2017-2050041  ,BACK,2017-07-24  ,2017,7,24,DWI 2ND  ,5707 MANOR RD  ,78723,Yes
2017-2050067  ,BACK,2017-07-24  ,2017,7,24,DWI  ,3000 S IH 35 NB  ,78741,Yes
2017-2050091  ,BACK,2017-07-24  ,2017,7,24,DWI 2ND  ,5707 MANOR RD  ,78723,Yes
2017-2050096  ,BACK,2017-07-24  ,2017,7,24,DWI  ,500 BLOCK OAKLAND AVE  ,78703,Yes
2017-2050100  ,BACK,2017-07-24  ,2017,7,24,DWI 2ND  ,500 SPRINGDALE RD  ,78702,Yes
2017-2050102  ,BACK,2017-07-24  ,2017,7,24,DWI .15 BAC OR ABOVE  ,8200 RESEARCH BLVD SVRD SB  ,78757,Yes
2017-2050102  ,BACK,2017-07-24  ,2017,7,24,DWI  ,8200 RESEARCH BLVD SVRD SB  ,78757,Yes
2017-2051126  ,BACK,2017-07-24  ,2017,7,24,DWI 2ND  ,9911 BRODIE LN  ,78748,Yes
2017-2051466  ,BACK,2017-07-24  ,2017,7,24,DWI  ,8400 BLOCK E BEN WHITE BLVD EB  ,78719,Yes
2017-2051495  ,BACK,2017-07-24  ,2017,7,24,DWI 2ND  ,2400 GUADALUPE ST  ,78705,Yes
2017-2051577  ,BACK,2017-07-24  ,2017,7,24,DWI  ,8800 BURNET RD  ,78757,Yes
2017-2051660  ,BACK,2017-07-24  ,2017,7,24,DWI  ,4501 I-35 N  ,78722,Yes
2017-2060084  ,BACK,2017-07-25  ,2017,7,25,DWI  ,E 8TH ST at RED RIVER ST  ,78701,Yes
2017-2060109  ,BACK,2017-07-25  ,2017,7,25,DWI  ,600 BLOCK W CESAR CHAVEZ ST  ,78701,Yes
2017-2060115  ,BACK,2017-07-25  ,2017,7,25,DWI  ,13700 S IH 35 NB  ,78747,Yes
2017-2060133  ,BACK,2017-07-25  ,2017,7,25,DWI 2ND  ,N LAMAR BLVD at W ST JOHNS AVE  ,78757,Yes
2017-2060150  ,BACK,2017-07-25  ,2017,7,25,DWI  ,1000 S CONGRESS AVE  ,78704,Yes
2017-2060158  ,BACK,2017-07-25  ,2017,7,25,DWI  ,10825 N LAMAR BLVD  ,78753,Yes
2017-2060158  ,BACK,2017-07-25  ,2017,7,25,DWI .15 BAC OR ABOVE  ,10825 N LAMAR BLVD  ,78753,Yes
2017-2060161  ,BACK,2017-07-25  ,2017,7,25,DWI  ,200 N LAMAR BLVD  ,78703,Yes
2017-2060791  ,BACK,2017-07-25  ,2017,7,25,DWI  ,2800 WHELESS LN  ,78723,Yes
2017-2060876  ,BACK,2017-07-25  ,2017,7,25,DWI  ,7208 MC NEIL DR  ,78729,Yes
2017-2061403  ,BACK,2017-07-25  ,2017,7,25,DWI 2ND  ,4107 FELTER LN  ,78744,Yes
2017-2061499  ,BACK,2017-07-25  ,2017,7,25,DWI  ,1600 BLOCK ROSEWOOD AVE  ,78702,Yes
2017-2061668  ,BACK,2017-07-25  ,2017,7,25,DWI  ,6109 W WILLIAM CANNON DR  ,78749,Yes
2017-2061668  ,BACK,2017-07-25  ,2017,7,25,DWI .15 BAC OR ABOVE  ,6109 W WILLIAM CANNON DR  ,78749,Yes
2017-2061874  ,BACK,2017-07-25  ,2017,7,25,DWI  ,E 6TH ST at CONGRESS AVE  ,78701,Yes
2017-2070040  ,BACK,2017-07-26  ,2017,7,26,DWI  ,12100 S IH 35 SVRD SB  ,78652,No
2017-2070050  ,BACK,2017-07-26  ,2017,7,26,DWI  ,1400 NEWFIELD LN  ,78703,Yes
2017-2070073  ,BACK,2017-07-26  ,2017,7,26,DWI  ,50 S 1ST ST  ,78704,Yes
2017-2070112  ,BACK,2017-07-26  ,2017,7,26,DWI  ,200 BLOCK S CONGRESS AVE  ,78704,Yes
2017-2070148  ,BACK,2017-07-26  ,2017,7,26,DWI  ,2200 S IH 35 SB  ,78704,Yes
2017-2070176  ,BACK,2017-07-26  ,2017,7,26,DWI .15 BAC OR ABOVE  ,4710 S LAMAR BLVD SVRD SB  ,N/A  ,Yes
2017-2071462  ,BACK,2017-07-26  ,2017,7,26,DWI  ,2100 BLOCK FARO DR  ,78741,Yes
2017-2071662  ,BACK,2017-07-26  ,2017,7,26,DWI  ,9001 CAMERON RD  ,78754,Yes
2017-2071690  ,BACK,2017-07-26  ,2017,7,26,DWI 2ND  ,BURNET RD at RESEARCH BLVD SVRD SB  ,78757,Yes
2017-2071881  ,BACK,2017-07-26  ,2017,7,26,DWI  ,W BRAKER LN at BURNET RD  ,78758,Yes
2017-2071890  ,BACK,2017-07-26  ,2017,7,26,DWI  ,600 BASTROP HWY SB  ,78741,Yes
2017-2071895  ,BACK,2017-07-26  ,2017,7,26,DWI  ,6400 E BEN WHITE BLVD SVRD WB  ,78741,Yes
2017-2080152  ,BACK,2017-07-27  ,2017,7,27,DWI  ,4900 E WILLIAM CANNON DR  ,78744,Yes
2017-2080197  ,BACK,2017-07-27  ,2017,7,27,DWI  ,1000 S IH 35 SVRD SB  ,78704,Yes
2017-2080930  ,BACK,2017-07-27  ,2017,7,27,DWI - DRUG RECOGNITION EXPERT  ,600 SABINE ST  ,78701,Yes
2017-2080930  ,BACK,2017-07-27  ,2017,7,27,DWI  ,600 SABINE ST  ,78701,Yes
2017-2082017  ,BACK,2017-07-27  ,2017,7,27,DWI  ,11500 N MOPAC EXPY SVRD NB  ,78758,Yes
2017-2082024  ,BACK,2017-07-27  ,2017,7,27,DWI  ,S IH 35 SB TO BEN WHITE RAMP at E BEN WHITE BLVD W  ,78704,Yes
2017-2081968  ,BACK,2017-07-28  ,2017,7,28,DWI 2ND  ,AIRPORT BLVD at E 38TH ST  ,78722,Yes
2017-2090025  ,BACK,2017-07-28  ,2017,7,28,DWI .15 BAC OR ABOVE  ,4500 W BRAKER LN  ,78759,Yes
2017-2090037  ,BACK,2017-07-28  ,2017,7,28,DWI 2ND  ,400 JOSEPHINE ST  ,78704,Yes
2017-2090037  ,BACK,2017-07-28  ,2017,7,28,DWI .15 BAC OR ABOVE  ,400 JOSEPHINE ST  ,78704,Yes
2017-2090062  ,BACK,2017-07-28  ,2017,7,28,DWI  ,415 W MARTIN LUTHER KING JR BLVD  ,78701,Yes
2017-2090071  ,BACK,2017-07-28  ,2017,7,28,DWI 2ND  ,N MOPAC SVRD SB AND WATERS PARK DR  ,N/A  ,Yes
2017-2090092  ,BACK,2017-07-28  ,2017,7,28,DWI  ,1800 BLOCK AIRPORT BLVD  ,78702,Yes
2017-2090092  ,BACK,2017-07-28  ,2017,7,28,DWI .15 BAC OR ABOVE  ,1800 BLOCK AIRPORT BLVD  ,78702,Yes
2017-2090156  ,BACK,2017-07-28  ,2017,7,28,DWI  ,2800 CROWNSPOINT DR  ,78748,Yes
2017-2090156  ,BACK,2017-07-28  ,2017,7,28,DWI .15 BAC OR ABOVE  ,2800 CROWNSPOINT DR  ,78748,Yes
2017-2090166  ,BACK,2017-07-28  ,2017,7,28,DWI 2ND  ,3300 S 1ST ST  ,N/A  ,Yes
2017-2090203  ,BACK,2017-07-28  ,2017,7,28,DWI  ,1100 S IH 35 SB  ,N/A  ,Yes
2017-2090207  ,BACK,2017-07-28  ,2017,7,28,DWI .15 BAC OR ABOVE  ,6500 S CONGRESS AVE  ,78745,Yes
2017-2090334  ,BACK,2017-07-28  ,2017,7,28,DWI 2ND  ,600 E 5TH ST  ,78701,Yes
2017-2090334  ,BACK,2017-07-28  ,2017,7,28,DWI  ,600 E 5TH ST  ,78701,Yes
2017-2090334  ,BACK,2017-07-28  ,2017,7,28,DWI .15 BAC OR ABOVE  ,600 E 5TH ST  ,78701,Yes
2017-2090334  ,BACK,2017-07-28  ,2017,7,28,DWI - DRUG RECOGNITION EXPERT  ,600 E 5TH ST  ,78701,Yes
2017-2090582  ,BACK,2017-07-28  ,2017,7,28,DWI - DRUG RECOGNITION EXPERT  ,TOMANET TRL at CEDAR BEND DR  ,78758,Yes
2017-2090582  ,BACK,2017-07-28  ,2017,7,28,DWI  ,TOMANET TRL at CEDAR BEND DR  ,78758,Yes
2017-2091968  ,BACK,2017-07-28  ,2017,7,28,DWI 2ND  ,3200 BLOCK E SH 71 EB  ,78617,Yes
2017-2092035  ,BACK,2017-07-28  ,2017,7,28,DWI  ,6700 COLONY PARK DR  ,78724,Yes
2017-2092035  ,BACK,2017-07-28  ,2017,7,28,DWI .15 BAC OR ABOVE  ,6700 COLONY PARK DR  ,78724,Yes
2017-2100412  ,BACK,2017-07-29  ,2017,7,29,DWI  ,7903 BANNOCK LN  ,78747,No
2017-2100110  ,BACK,2017-07-29  ,2017,7,29,DWI  ,E BEN WHITE BLVD SVRD EB at BURLESON RD  ,78744,Yes
2017-2100112  ,BACK,2017-07-29  ,2017,7,29,DWI .15 BAC OR ABOVE  ,8801 I-35 N  ,78753,Yes
2017-2100168  ,BACK,2017-07-29  ,2017,7,29,DWI  ,800 AIRPORT BLVD  ,78702,Yes
2017-2100168  ,BACK,2017-07-29  ,2017,7,29,DWI - DRUG RECOGNITION EXPERT  ,800 AIRPORT BLVD  ,78702,Yes
